Entity,Layer,XS,YS,XE,YE,XM,YM,point,geometry,X,Y,distance,pointinfo_index
Circle,PS_WSP,37489399.578,2398156.751,37489399.578,2398156.751,37489398.978,2398156.751,1.0,"c(37489399.278, 2398156.751)",37489399.278,2398156.751,3196.5500189715335,
Circle,PS_WSP,37489399.439,2398146.757,37489399.439,2398146.757,37489398.839,2398146.757,1.0,"c(37489399.139, 2398146.757)",37489399.139,2398146.757,3225.8960492919905,
Circle,PS_WSP,37489361.691,2398217.859,37489361.691,2398217.859,37489361.091,2398217.859,1.0,"c(37489361.391, 2398217.859)",37489361.391,2398217.859,3289.0157137613837,
Circle,PS_WSP,37488332.453,2397284.831,37488332.453,2397284.831,37488331.853,2397284.831,1.0,"c(37488332.153, 2397284.831)",37488332.153,2397284.831,4038.105233112089,
Circle,PS_WSP,37488133.217,2397288.283,37488133.217,2397288.283,37488132.617,2397288.283,1.0,"c(37488132.916999996, 2397288.283)",37488132.917,2397288.283,4235.250850299793,
Circle,PS_WSP,37489393.813,2398134.531,37489393.813,2398134.531,37489393.213,2398134.531,1.0,"c(37489393.513, 2398134.531)",37489393.513,2398134.531,3245.2148320353426,
Circle,PS_WSP,37493721.88,2393677.544,37493721.88,2393677.544,37493721.28,2393677.544,1.0,"c(37493721.58, 2393677.544)",37493721.58,2393677.544,3434.063051866131,
Circle,PS_WSP,37493722.521,2393594.022,37493722.521,2393594.022,37493721.921,2393594.022,1.0,"c(37493722.221, 2393594.022)",37493722.221,2393594.022,4525.242177076509,
Circle,PS_WSP,37493669.408,2393407.64,37493669.408,2393407.64,37493668.808,2393407.64,1.0,"c(37493669.107999995, 2393407.64)",37493669.108,2393407.64,4587.043458213573,
Circle,PS_WSP,37488667.788,2397276.735,37488667.788,2397276.735,37488667.188,2397276.735,1.0,"c(37488667.488000005, 2397276.735)",37488667.488000005,2397276.735,1862.7010207066185,
Circle,PS_WSP,37488445.028,2397276.574,37488445.028,2397276.574,37488444.428,2397276.574,1.0,"c(37488444.728, 2397276.574)",37488444.728,2397276.574,2025.5317803710604,
Circle,PS_WSP,37488667.329,2397264.163,37488667.329,2397264.163,37488666.729,2397264.163,1.0,"c(37488667.029, 2397264.163)",37488667.029,2397264.163,1879.350597684787,
Circle,PS_WSP,37488212.08,2397285.678,37488212.08,2397285.678,37488211.48,2397285.678,1.0,"c(37488211.78, 2397285.678)",37488211.78,2397285.678,2213.9614719546094,
Circle,PS_WSP,37489173.604,2396879.405,37489173.604,2396879.405,37489173.004,2396879.405,1.0,"c(37489173.304000005, 2396879.405)",37489173.304000005,2396879.405,869.7881855971075,
Circle,PS_WSP,37489309.64,2396546.004,37489309.64,2396546.004,37489309.04,2396546.004,1.0,"c(37489309.34, 2396546.004)",37489309.34,2396546.004,855.3805828805544,
Circle,PS_WSP,37489115.222,2397275.447,37489115.222,2397275.447,37489114.622,2397275.447,1.0,"c(37489114.922000006, 2397275.447)",37489114.922000006,2397275.447,944.7855413835155,
Circle,PS_WSP,37488968.632,2397276.444,37488968.632,2397276.444,37488968.032,2397276.444,1.0,"c(37488968.332, 2397276.444)",37488968.332,2397276.444,1102.201486871999,
Circle,PS_WSP,37489175.211,2397322.719,37489175.211,2397322.719,37489174.611,2397322.719,1.0,"c(37489174.911, 2397322.719)",37489174.911,2397322.719,924.8625910151335,
Circle,PS_WSP,37489287.642,2396534.299,37489287.642,2396534.299,37489287.042,2396534.299,1.0,"c(37489287.342, 2396534.299)",37489287.342,2396534.299,865.6962929655873,
Circle,PS_WSP,37489203.289,2398172.999,37489203.289,2398172.999,37489202.689,2398172.999,1.0,"c(37489202.989, 2398172.999)",37489202.989,2398172.999,1451.2962416762375,
Circle,PS_WSP,37489200.647,2398170.702,37489200.647,2398170.702,37489200.047,2398170.702,1.0,"c(37489200.347, 2398170.702)",37489200.347,2398170.702,1477.168957094393,
Circle,PS_WSP,37489204.522,2398168.979,37489204.522,2398168.979,37489203.922,2398168.979,1.0,"c(37489204.222, 2398168.979)",37489204.222,2398168.979,1473.182904284521,
Circle,PS_WSP,37489208.708,2398172.535,37489208.708,2398172.535,37489208.108,2398172.535,1.0,"c(37489208.408, 2398172.535)",37489208.408,2398172.535,1384.6346268470113,
Circle,PS_WSP,37489201.416,2398202.403,37489201.416,2398202.403,37489200.816,2398202.403,1.0,"c(37489201.116, 2398202.403)",37489201.116,2398202.403,1393.7378216667064,
Circle,PS_WSP,37489209.363,2398198.464,37489209.363,2398198.464,37489208.763,2398198.464,1.0,"c(37489209.06299999, 2398198.464)",37489209.06299999,2398198.464,1400.114712953118,
Circle,PS_WSP,37492899.451,2393331.427,37492899.451,2393331.427,37492898.851,2393331.427,1.0,"c(37492899.151, 2393331.427)",37492899.151,2393331.427,4695.256164952044,
Circle,PS_WSP,37492949.854,2393332.765,37492949.854,2393332.765,37492949.254,2393332.765,1.0,"c(37492949.554000005, 2393332.765)",37492949.554000005,2393332.765,4730.470850494509,
Circle,PS_WSP,37492957.984,2393330.003,37492957.984,2393330.003,37492957.384,2393330.003,1.0,"c(37492957.684, 2393330.003)",37492957.684,2393330.003,4717.034427322298,
Circle,PS_WSP,37493138.485,2393328.722,37493138.485,2393328.722,37493137.885,2393328.722,1.0,"c(37493138.185, 2393328.722)",37493138.185,2393328.722,4838.473504734537,
Circle,PS_WSP,37493199.73,2393331.247,37493199.73,2393331.247,37493199.13,2393331.247,1.0,"c(37493199.43, 2393331.247)",37493199.43,2393331.247,4881.79107914993,
Circle,PS_WSP,37493260.35,2393331.726,37493260.35,2393331.726,37493259.75,2393331.726,1.0,"c(37493260.05, 2393331.726)",37493260.05,2393331.726,4904.833485206292,
Circle,PS_WSP,37493319.341,2393331.974,37493319.341,2393331.974,37493318.741,2393331.974,1.0,"c(37493319.04099999, 2393331.974)",37493319.04099999,2393331.974,4892.686947713473,
Circle,PS_WSP,37492259.798,2393512.943,37492259.798,2393512.943,37492259.198,2393512.943,1.0,"c(37492259.497999996, 2393512.943)",37492259.498,2393512.943,4072.4502240503434,
Circle,PS_WSP,37492260.479,2393518.818,37492260.479,2393518.818,37492259.879,2393518.818,1.0,"c(37492260.179000005, 2393518.818)",37492260.179000005,2393518.818,4064.034731060507,
Circle,PS_WSP,37492258.69,2393517.21,37492258.69,2393517.21,37492258.09,2393517.21,1.0,"c(37492258.39, 2393517.21)",37492258.39,2393517.21,4064.243394907002,
Circle,PS_WSP,37492248.522,2393911.111,37492248.522,2393911.111,37492247.922,2393911.111,1.0,"c(37492248.222, 2393911.111)",37492248.222,2393911.111,3707.240124412569,
Circle,PS_WSP,37493652.931,2394101.703,37493652.931,2394101.703,37493652.331,2394101.703,1.0,"c(37493652.631, 2394101.703)",37493652.631,2394101.703,4563.98998623715,
Circle,PS_WSP,37493721.732,2393670.999,37493721.732,2393670.999,37493721.132,2393670.999,1.0,"c(37493721.432, 2393670.999)",37493721.432,2393670.999,4895.505795344669,
Circle,PS_WSP,37492249.793,2394295.364,37492249.793,2394295.364,37492249.193,2394295.364,1.0,"c(37492249.493, 2394295.364)",37492249.493,2394295.364,3390.6701810446207,
Circle,PS_WSP,37492218.36,2394008.338,37492218.36,2394008.338,37492217.76,2394008.338,1.0,"c(37492218.06, 2394008.338)",37492218.06,2394008.338,3589.354269184933,
Circle,PS_WSP,37489875.824,2394625.686,37489875.824,2394625.686,37489875.224,2394625.686,1.0,"c(37489875.524000004, 2394625.686)",37489875.524,2394625.686,2131.164166943401,
Circle,PS_WSP,37489978.494,2394430.111,37489978.494,2394430.111,37489977.894,2394430.111,1.0,"c(37489978.194000006, 2394430.111)",37489978.194000006,2394430.111,2319.125200266876,
Circle,PS_WSP,37489697.74,2395189.741,37489697.74,2395189.741,37489697.14,2395189.741,1.0,"c(37489697.44, 2395189.741)",37489697.44,2395189.741,1589.4687101154177,
Circle,PS_WSP,37489696.5,2395195.611,37489696.5,2395195.611,37489695.9,2395195.611,1.0,"c(37489696.2, 2395195.611)",37489696.2,2395195.611,1553.670898604291,
Circle,PS_WSP,37489675.177,2395270.195,37489675.177,2395270.195,37489674.577,2395270.195,1.0,"c(37489674.877000004, 2395270.195)",37489674.877,2395270.195,1483.8876285880576,
Circle,PS_WSP,37489646.316,2395333.591,37489646.316,2395333.591,37489645.716,2395333.591,1.0,"c(37489646.016, 2395333.591)",37489646.016,2395333.591,1431.3221562909955,
Circle,PS_WSP,37489644.71,2395337.114,37489644.71,2395337.114,37489644.11,2395337.114,1.0,"c(37489644.41, 2395337.114)",37489644.41,2395337.114,1397.5528791921204,
Circle,PS_WSP,37489643.396,2395336.251,37489643.396,2395336.251,37489642.796,2395336.251,1.0,"c(37489643.096, 2395336.251)",37489643.096,2395336.251,1395.925223257599,
Circle,PS_WSP,37489634.051,2395353.171,37489634.051,2395353.171,37489633.451,2395353.171,1.0,"c(37489633.751, 2395353.171)",37489633.751,2395353.171,1382.8060119331797,
Circle,PS_WSP,37489576.253,2395450.495,37489576.253,2395450.495,37489575.653,2395450.495,1.0,"c(37489575.952999994, 2395450.495)",37489575.953,2395450.495,1374.698379589223,
Circle,PS_WSP,37489560.413,2395470.766,37489560.413,2395470.766,37489559.813,2395470.766,1.0,"c(37489560.113000005, 2395470.766)",37489560.113000005,2395470.766,1354.9545284375338,
Circle,PS_WSP,37489559.714,2395473.702,37489559.714,2395473.702,37489559.114,2395473.702,1.0,"c(37489559.414000005, 2395473.702)",37489559.414000005,2395473.702,1355.3334191657266,
Circle,PS_WSP,37489530.542,2395527.12,37489530.542,2395527.12,37489529.942,2395527.12,1.0,"c(37489530.242, 2395527.12)",37489530.242,2395527.12,1369.2774011275942,
Circle,PS_WSP,37489510.407,2395551.273,37489510.407,2395551.273,37489509.807,2395551.273,1.0,"c(37489510.10699999, 2395551.273)",37489510.10699999,2395551.273,1383.2399035384256,
Circle,PS_WSP,37489493.279,2395578.665,37489493.279,2395578.665,37489492.679,2395578.665,1.0,"c(37489492.979, 2395578.665)",37489492.979,2395578.665,1364.312957326463,
Circle,PS_WSP,37493656.116,2393825.766,37493656.116,2393825.766,37493655.516,2393825.766,1.0,"c(37493655.816, 2393825.766)",37493655.816,2393825.766,3488.9339886102784,
Circle,PS_WSP,37489207.085,2396510.544,37489207.085,2396510.544,37489206.485,2396510.544,1.0,"c(37489206.785, 2396510.544)",37489206.785,2396510.544,3176.8018452044203,
Circle,PS_WSP,37489207.774,2396510.064,37489207.774,2396510.064,37489207.174,2396510.064,1.0,"c(37489207.474, 2396510.064)",37489207.474,2396510.064,3179.9679650386806,
Circle,PS_WSP,37489202.465,2396500.62,37489202.465,2396500.62,37489201.865,2396500.62,1.0,"c(37489202.16500001, 2396500.62)",37489202.16500001,2396500.62,3166.115911603312,
Circle,PS_WSP,37489140.012,2397175.838,37489140.012,2397175.838,37489139.412,2397175.838,1.0,"c(37489139.712, 2397175.838)",37489139.712,2397175.838,3197.5235859135664,
Circle,PS_WSP,37493380.207,2393331.203,37493380.207,2393331.203,37493379.607,2393331.203,1.0,"c(37493379.907000005, 2393331.203)",37493379.907000005,2393331.203,3699.0018897410787,
Circle,PS_WSP,37492061.838,2393375.305,37492061.838,2393375.305,37492061.238,2393375.305,1.0,"c(37492061.538, 2393375.305)",37492061.538,2393375.305,3493.0438976418664,
Circle,PS_WSP,37492031.28,2393375.31,37492031.28,2393375.31,37492030.68,2393375.31,1.0,"c(37492030.980000004, 2393375.31)",37492030.98,2393375.31,3492.9378612566993,
Circle,PS_WSP,37492000.036,2393375.165,37492000.036,2393375.165,37491999.436,2393375.165,1.0,"c(37491999.736, 2393375.165)",37491999.736,2393375.165,3493.410513060753,
Circle,PS_WSP,37491980.949,2393377.662,37491980.949,2393377.662,37491980.349,2393377.662,1.0,"c(37491980.649000004, 2393377.662)",37491980.649,2393377.662,3490.274804358049,
Circle,PS_WSP,37492188.705,2393431.431,37492188.705,2393431.431,37492188.105,2393431.431,1.0,"c(37492188.405, 2393431.431)",37492188.405,2393431.431,3432.2903449395594,
Circle,PS_WSP,37492248.651,2393430.092,37492248.651,2393430.092,37492248.051,2393430.092,1.0,"c(37492248.350999996, 2393430.092)",37492248.351,2393430.092,3436.3349292081625,
Circle,PS_WSP,37490754.979,2393330.986,37490754.979,2393330.986,37490754.379,2393330.986,1.0,"c(37490754.679000005, 2393330.986)",37490754.679000005,2393330.986,3756.7935936468953,
Circle,PS_WSP,37490608.061,2393374.965,37490608.061,2393374.965,37490607.461,2393374.965,1.0,"c(37490607.761, 2393374.965)",37490607.761,2393374.965,3758.121639003217,
Circle,PS_WSP,37490969.645,2393376.791,37490969.645,2393376.791,37490969.045,2393376.791,1.0,"c(37490969.345, 2393376.791)",37490969.345,2393376.791,3662.97486290177,
Circle,PS_WSP,37489811.223,2394886.266,37489811.223,2394886.266,37489810.623,2394886.266,1.0,"c(37489810.923, 2394886.266)",37489810.923,2394886.266,3060.0148221943928,
Circle,PS_WSP,37489837.331,2394770.15,37489837.331,2394770.15,37489836.731,2394770.15,1.0,"c(37489837.031, 2394770.15)",37489837.031,2394770.15,3113.459994695508,
Circle,PS_WSP,37489844.698,2394739.803,37489844.698,2394739.803,37489844.098,2394739.803,1.0,"c(37489844.398, 2394739.803)",37489844.398,2394739.803,3126.7031047530913,
Circle,PS_WSP,37489854.668,2394683.083,37489854.668,2394683.083,37489854.068,2394683.083,1.0,"c(37489854.368, 2394683.083)",37489854.368,2394683.083,3146.0197540901304,
Circle,PS_WSP,37489511.99,2395550.371,37489511.99,2395550.371,37489511.39,2395550.371,1.0,"c(37489511.69, 2395550.371)",37489511.69,2395550.371,2968.260045256489,
Circle,PS_WSP,37489509.856,2395554.286,37489509.856,2395554.286,37489509.256,2395554.286,1.0,"c(37489509.555999994, 2395554.286)",37489509.556,2395554.286,2951.183144794503,
Circle,PS_WSP,37489515.618,2395552.508,37489515.618,2395552.508,37489515.018,2395552.508,1.0,"c(37489515.318, 2395552.508)",37489515.318,2395552.508,2946.135455047817,
Circle,PS_WSP,37489492.42,2395581.677,37489492.42,2395581.677,37489491.82,2395581.677,1.0,"c(37489492.120000005, 2395581.677)",37489492.120000005,2395581.677,2960.5164756200147,
Circle,PS_WSP,37492259.013,2393630.867,37492259.013,2393630.867,37492258.413,2393630.867,1.0,"c(37492258.713, 2393630.867)",37492258.713,2393630.867,3122.1657117078043,
Circle,PS_WSP,37489797.519,2394933.188,37489797.519,2394933.188,37489796.919,2394933.188,1.0,"c(37489797.219, 2394933.188)",37489797.219,2394933.188,1980.5831026111186,
Circle,PS_WSP,37489862.087,2394658.932,37489862.087,2394658.932,37489861.487,2394658.932,1.0,"c(37489861.787, 2394658.932)",37489861.787,2394658.932,2232.626589469254,
Circle,PS_WSP,37489955.238,2394476.027,37489955.238,2394476.027,37489954.638,2394476.027,1.0,"c(37489954.93799999, 2394476.027)",37489954.93799999,2394476.027,2392.3601501757817,
Circle,PS_WSP,37490250.386,2393909.125,37490250.386,2393909.125,37490249.786,2393909.125,1.0,"c(37490250.085999995, 2393909.125)",37490250.086,2393909.125,2943.517226966475,
Circle,PS_WSP,37490250.372,2393899.941,37490250.372,2393899.941,37490249.772,2393899.941,1.0,"c(37490250.072, 2393899.941)",37490250.072,2393899.941,2952.0518204336854,
Circle,PS_WSP,37490237.374,2393927.503,37490237.374,2393927.503,37490236.774,2393927.503,1.0,"c(37490237.074, 2393927.503)",37490237.074,2393927.503,2955.276965789889,
Circle,PS_WSP,37490411.717,2393616.801,37490411.717,2393616.801,37490411.117,2393616.801,1.0,"c(37490411.416999996, 2393616.801)",37490411.417,2393616.801,3261.44429701784,
Circle,PS_WSP,37489716.799,2395141.151,37489716.799,2395141.151,37489716.199,2395141.151,1.0,"c(37489716.499, 2395141.151)",37489716.499,2395141.151,2095.485513489557,
Circle,PS_WSP,37490200.314,2393994.851,37490200.314,2393994.851,37490199.714,2393994.851,1.0,"c(37490200.014, 2393994.851)",37490200.014,2393994.851,2381.9384774614714,
Circle,PS_WSP,37490203.343,2393983.128,37490203.343,2393983.128,37490202.743,2393983.128,1.0,"c(37490203.043, 2393983.128)",37490203.043,2393983.128,2384.3734483752414,
Circle,PS_WSP,37490073.756,2394184.232,37490073.756,2394184.232,37490073.156,2394184.232,1.0,"c(37490073.456, 2394184.232)",37490073.456,2394184.232,2051.549559119029,
Circle,PS_WSP,37489603.656,2395461.03,37489603.656,2395461.03,37489603.056,2395461.03,1.0,"c(37489603.356000006, 2395461.03)",37489603.356000006,2395461.03,1693.1956984248673,
Circle,PS_WSP,37489713.244,2395274.719,37489713.244,2395274.719,37489712.644,2395274.719,1.0,"c(37489712.944000006, 2395274.719)",37489712.944000006,2395274.719,1615.533200975373,
Circle,PS_WSP,37489729.766,2395210.265,37489729.766,2395210.265,37489729.166,2395210.265,1.0,"c(37489729.466000006, 2395210.265)",37489729.466000006,2395210.265,1623.862938725641,
Circle,PS_WSP,37489748.656,2395141.947,37489748.656,2395141.947,37489748.056,2395141.947,1.0,"c(37489748.356000006, 2395141.947)",37489748.356000006,2395141.947,1637.8192729532584,
Circle,PS_WSP,37490270.137,2393865.597,37490270.137,2393865.597,37490269.537,2393865.597,1.0,"c(37490269.837, 2393865.597)",37490269.837,2393865.597,2238.0541536307032,
Circle,PS_WSP,37490286.258,2393828.281,37490286.258,2393828.281,37490285.658,2393828.281,1.0,"c(37490285.958000004, 2393828.281)",37490285.958,2393828.281,2227.528732725964,
Circle,PS_WSP,37490312.2,2393771.979,37490312.2,2393771.979,37490311.6,2393771.979,1.0,"c(37490311.900000006, 2393771.979)",37490311.900000006,2393771.979,2266.642586266939,
Circle,PS_WSP,37490350.71,2393688.843,37490350.71,2393688.843,37490350.11,2393688.843,1.0,"c(37490350.41, 2393688.843)",37490350.41,2393688.843,2359.5269079665973,
Circle,PS_WSP,37490380.895,2393602.728,37490380.895,2393602.728,37490380.295,2393602.728,1.0,"c(37490380.595, 2393602.728)",37490380.595,2393602.728,3275.203797875491,
Circle,PS_WSP,37492299.548,2393329.605,37492299.548,2393329.605,37492298.948,2393329.605,1.0,"c(37492299.247999996, 2393329.605)",37492299.248,2393329.605,4168.899939584179,
Circle,PS_WSP,37492360.72,2393331.274,37492360.72,2393331.274,37492360.12,2393331.274,1.0,"c(37492360.42, 2393331.274)",37492360.42,2393331.274,4202.209198439478,
Circle,PS_WSP,37492418.332,2393331.76,37492418.332,2393331.76,37492417.732,2393331.76,1.0,"c(37492418.032000005, 2393331.76)",37492418.032000005,2393331.76,4239.262587890424,
Circle,PS_WSP,37492416.794,2393331.753,37492416.794,2393331.753,37492416.194,2393331.753,1.0,"c(37492416.494, 2393331.753)",37492416.494,2393331.753,4221.507066995522,
Circle,PS_WSP,37492479.732,2393331.717,37492479.732,2393331.717,37492479.132,2393331.717,1.0,"c(37492479.432, 2393331.717)",37492479.432,2393331.717,4250.40513820049,
Circle,PS_WSP,37492539.432,2393330.151,37492539.432,2393330.151,37492538.832,2393330.151,1.0,"c(37492539.132, 2393330.151)",37492539.132,2393330.151,4286.319236501171,
Circle,PS_WSP,37493077.6,2393320.555,37493077.6,2393320.555,37493077.0,2393320.555,1.0,"c(37493077.3, 2393320.555)",37493077.3,2393320.555,4617.53453378334,
Circle,PS_WSP,37491763.753,2393375.418,37491763.753,2393375.418,37491763.153,2393375.418,1.0,"c(37491763.452999994, 2393375.418)",37491763.453,2393375.418,3823.179522304612,
Circle,PS_WSP,37491583.568,2393387.329,37491583.568,2393387.329,37491582.968,2393387.329,1.0,"c(37491583.26800001, 2393387.329)",37491583.26800001,2393387.329,3739.8003942533524,
Circle,PS_WSP,37492191.915,2393719.36,37492191.915,2393719.36,37492191.315,2393719.36,1.0,"c(37492191.614999995, 2393719.36)",37492191.615,2393719.36,3694.0581547366774,
Circle,PS_WSP,37492188.692,2393422.569,37492188.692,2393422.569,37492188.092,2393422.569,1.0,"c(37492188.392000005, 2393422.569)",37492188.392000005,2393422.569,3933.142764044056,
Circle,PS_WSP,37492188.827,2393451.267,37492188.827,2393451.267,37492188.227,2393451.267,1.0,"c(37492188.526999995, 2393451.267)",37492188.527,2393451.267,3916.634654904786,
Circle,PS_WSP,37492248.316,2393451.415,37492248.316,2393451.415,37492247.716,2393451.415,1.0,"c(37492248.016, 2393451.415)",37492248.016,2393451.415,3927.488123211146,
Circle,PS_WSP,37492259.788,2393512.046,37492259.788,2393512.046,37492259.188,2393512.046,1.0,"c(37492259.488000005, 2393512.046)",37492259.488000005,2393512.046,3895.391173631586,
Circle,PS_WSP,37492255.016,2393541.421,37492255.016,2393541.421,37492254.416,2393541.421,1.0,"c(37492254.716000006, 2393541.421)",37492254.716000006,2393541.421,2686.0083039711753,
Circle,PS_WSP,37492254.972,2393571.689,37492254.972,2393571.689,37492254.372,2393571.689,1.0,"c(37492254.672000006, 2393571.689)",37492254.672000006,2393571.689,2672.6438201098285,
Circle,PS_WSP,37493245.351,2393384.091,37493245.351,2393384.091,37493244.751,2393384.091,1.0,"c(37493245.051, 2393384.091)",37493245.051,2393384.091,3426.861619096411,
Circle,PS_WSP,37493220.715,2393375.541,37493220.715,2393375.541,37493220.115,2393375.541,1.0,"c(37493220.41500001, 2393375.541)",37493220.41500001,2393375.541,3415.100106402098,
Circle,PS_WSP,37493199.053,2393375.477,37493199.053,2393375.477,37493198.453,2393375.477,1.0,"c(37493198.753000006, 2393375.477)",37493198.753000006,2393375.477,3699.1367546007364,
Circle,PS_WSP,37493138.715,2393375.431,37493138.715,2393375.431,37493138.115,2393375.431,1.0,"c(37493138.41500001, 2393375.431)",37493138.41500001,2393375.431,3689.743807110201,
Circle,PS_WSP,37493052.307,2393394.339,37493052.307,2393394.339,37493051.707,2393394.339,1.0,"c(37493052.007, 2393394.339)",37493052.007,2393394.339,3653.090930958137,
Circle,PS_WSP,37493051.888,2393393.434,37493051.888,2393393.434,37493051.288,2393393.434,1.0,"c(37493051.588, 2393393.434)",37493051.588,2393393.434,3663.2344028472335,
Circle,PS_WSP,37493618.969,2393328.731,37493618.969,2393328.731,37493618.369,2393328.731,1.0,"c(37493618.669, 2393328.731)",37493618.669,2393328.731,3953.577989726455,
Circle,PS_WSP,37493558.549,2393329.809,37493558.549,2393329.809,37493557.949,2393329.809,1.0,"c(37493558.249, 2393329.809)",37493558.249,2393329.809,3939.726476302205,
Circle,PS_WSP,37493500.214,2393313.125,37493500.214,2393313.125,37493499.614,2393313.125,1.0,"c(37493499.914000005, 2393313.125)",37493499.914000005,2393313.125,3945.415762752339,
Circle,PS_WSP,37493437.001,2393331.214,37493437.001,2393331.214,37493436.401,2393331.214,1.0,"c(37493436.701000005, 2393331.214)",37493436.701000005,2393331.214,3915.6741745789855,
Circle,PS_WSP,37493379.401,2393382.278,37493379.401,2393382.278,37493378.801,2393382.278,1.0,"c(37493379.100999996, 2393382.278)",37493379.101,2393382.278,3640.3960826987072,
Circle,PS_WSP,37493319.731,2393377.442,37493319.731,2393377.442,37493319.131,2393377.442,1.0,"c(37493319.430999994, 2393377.442)",37493319.431,2393377.442,3541.1037767273124,
Circle,PS_WSP,37492659.311,2393331.722,37492659.311,2393331.722,37492658.711,2393331.722,1.0,"c(37492659.011, 2393331.722)",37492659.011,2393331.722,4100.796639902047,
Circle,PS_WSP,37490413.788,2393613.945,37490413.788,2393613.945,37490413.188,2393613.945,1.0,"c(37490413.488000005, 2393613.945)",37490413.488000005,2393613.945,3162.281169325935,
Circle,PS_WSP,37493813.481,2393380.123,37493813.481,2393380.123,37493812.881,2393380.123,1.0,"c(37493813.180999994, 2393380.123)",37493813.181,2393380.123,4819.044515398214,
Circle,PS_WSP,37492713.471,2393330.899,37492713.471,2393330.899,37492712.871,2393330.899,1.0,"c(37492713.171000004, 2393330.899)",37492713.171,2393330.899,4157.8627370214335,
Circle,PS_WSP,37492784.349,2393330.968,37492784.349,2393330.968,37492783.749,2393330.968,1.0,"c(37492784.048999995, 2393330.968)",37492784.049,2393330.968,4222.5384721031305,
Circle,PS_WSP,37492864.44,2393321.441,37492864.44,2393321.441,37492863.84,2393321.441,1.0,"c(37492864.14, 2393321.441)",37492864.14,2393321.441,2805.3204048899897,
Circle,PS_WSP,37490402.037,2393640.575,37490402.037,2393640.575,37490401.437,2393640.575,1.0,"c(37490401.737, 2393640.575)",37490401.737,2393640.575,2546.4192151598545,
Circle,PS_WSP,37490383.689,2393698.613,37490383.689,2393698.613,37490383.089,2393698.613,1.0,"c(37490383.389, 2393698.613)",37490383.389,2393698.613,2507.008131048814,
Circle,PS_WSP,37490285.834,2393923.266,37490285.834,2393923.266,37490285.234,2393923.266,1.0,"c(37490285.533999994, 2393923.266)",37490285.534,2393923.266,2200.516889276944,
Circle,PS_WSP,37490231.461,2394000.703,37490231.461,2394000.703,37490230.861,2394000.703,1.0,"c(37490231.161, 2394000.703)",37490231.161,2394000.703,2137.068181731064,
Circle,PS_WSP,37490175.349,2394054.486,37490175.349,2394054.486,37490174.749,2394054.486,1.0,"c(37490175.048999995, 2394054.486)",37490175.049,2394054.486,2121.4478451352506,
Circle,PS_WSP,37492248.77,2393721.405,37492248.77,2393721.405,37492248.17,2393721.405,1.0,"c(37492248.47, 2393721.405)",37492248.47,2393721.405,2366.805463256261,
Circle,PS_WSP,37492248.989,2393901.887,37492248.989,2393901.887,37492248.389,2393901.887,1.0,"c(37492248.688999996, 2393901.887)",37492248.689,2393901.887,2246.3510133797768,
Circle,PS_WSP,37492218.347,2393890.306,37492218.347,2393890.306,37492217.747,2393890.306,1.0,"c(37492218.047000006, 2393890.306)",37492218.047000006,2393890.306,2240.4845745124067,
Circle,PS_WSP,37492958.922,2393375.678,37492958.922,2393375.678,37492958.322,2393375.678,1.0,"c(37492958.621999994, 2393375.678)",37492958.622,2393375.678,3097.572177527029,
Circle,PS_WSP,37492813.416,2393383.618,37492813.416,2393383.618,37492812.816,2393383.618,1.0,"c(37492813.116, 2393383.618)",37492813.116,2393383.618,3000.311584090642,
Circle,PS_WSP,37492744.17,2393382.468,37492744.17,2393382.468,37492743.57,2393382.468,1.0,"c(37492743.870000005, 2393382.468)",37492743.870000005,2393382.468,2961.6459845507507,
Circle,PS_WSP,37492719.096,2393375.34,37492719.096,2393375.34,37492718.496,2393375.34,1.0,"c(37492718.796000004, 2393375.34)",37492718.796,2393375.34,2980.771889381668,
Circle,PS_WSP,37492658.858,2393377.807,37492658.858,2393377.807,37492658.258,2393377.807,1.0,"c(37492658.558, 2393377.807)",37492658.558,2393377.807,2929.6987933842465,
Circle,PS_WSP,37492479.45,2393377.676,37492479.45,2393377.676,37492478.85,2393377.676,1.0,"c(37492479.150000006, 2393377.676)",37492479.150000006,2393377.676,2865.886388355642,
Circle,PS_WSP,37492479.258,2393377.669,37492479.258,2393377.669,37492478.658,2393377.669,1.0,"c(37492478.958000004, 2393377.669)",37492478.958,2393377.669,2850.0976994998277,
Circle,PS_WSP,37492419.632,2393377.683,37492419.632,2393377.683,37492419.032,2393377.683,1.0,"c(37492419.332, 2393377.683)",37492419.332,2393377.683,2815.467110734577,
Circle,PS_WSP,37491584.815,2393332.523,37491584.815,2393332.523,37491584.215,2393332.523,1.0,"c(37491584.515, 2393332.523)",37491584.515,2393332.523,2614.5232285882403,
Circle,PS_WSP,37494189.903,2393477.819,37494189.903,2393477.819,37494189.303,2393477.819,1.0,"c(37494189.603, 2393477.819)",37494189.603,2393477.819,3951.8667189141825,
Circle,PS_WSP,37494137.491,2393449.968,37494137.491,2393449.968,37494136.891,2393449.968,1.0,"c(37494137.191, 2393449.968)",37494137.191,2393449.968,3893.929262630104,
Circle,PS_WSP,37494084.265,2393426.147,37494084.265,2393426.147,37494083.665,2393426.147,1.0,"c(37494083.965, 2393426.147)",37494083.965,2393426.147,3470.3121430126994,
