Entity,Layer,XS,YS,XE,YE,XM,YM,ID,PS,PE,DS,DE,RS,RE
Line,PS_WSL,37494023.62,2394540.264,37494023.29,2394567.938,37494023.45,2394554.101,124,WS_6262,WS_24,0,0,0,0
Line,PS_WSL,37494023.29,2394567.938,37494023.13,2394600.721,37494023.21,2394584.33,125,WS_24,WS_25,0,0,0,0
Line,PS_WSL,37494023.13,2394600.721,37494023.17,2394631.404,37494023.15,2394616.063,126,WS_25,WS_26,0,0,0,0
Line,PS_WSL,37494023.17,2394631.404,37494022.88,2394654.019,37494023.03,2394642.712,127,WS_26,WS_27,0,0,0,0
Line,PS_WSL,37494022.88,2394654.019,37494027.5,2394661.848,37494025.19,2394657.934,128,WS_27,WS_28,0,0,0,0
Line,PS_WSL,37494017.97,2394660.185,37494018.8,2394662.558,37494018.38,2394661.372,,WS_30,WS_29,0,0,0,0
Line,PS_WSL,37494018.27,2394631.574,37494018.8,2394662.558,37494018.53,2394647.066,129,WS_6261,WS_29,7.45E-09,0,0,0
Line,PS_WSL,37494017.78,2394568.361,37494018.09,2394605.586,37494017.93,2394586.974,130,WS_6260,WS_31,0,0,0,0
Line,PS_WSL,37494017.64,2394546.871,37494017.78,2394568.361,37494017.71,2394557.616,131,WS_17,WS_6260,0,0,0,0
Line,PS_WSL,37494018.09,2394605.586,37494018.27,2394631.574,37494018.18,2394618.58,132,WS_31,WS_6261,0,7.45E-09,0,0
Line,PS_WSL,37494018.8,2394662.558,37493986.21,2394667.528,37494002.5,2394665.043,133,WS_29,WS_14,0,0,0,0
Line,PS_WSL,37493993.38,2396863.362,37493947.76,2396863.355,37493970.57,2396863.359,134,WS_8144,WS_982,7.45E-09,0,0,0
Line,PS_WSL,37492405.91,2398350.011,37492405.31,2398322.34,37492405.61,2398336.176,135,WS_3495,WS_3872,0,0,0,0
Line,PS_WSL,37492405.31,2398322.34,37492404.32,2398286.222,37492404.82,2398304.281,136,WS_3872,WS_3828,0,0,0,0
Line,PS_WSL,37492386.05,2398287.076,37492404.32,2398286.222,37492395.19,2398286.649,137,WS_3876,WS_3828,0,0,0,0
Line,PS_WSL,37493674.33,2397014.77,37493674.38,2397020.897,37493674.36,2397017.834,138,WS_8077,WS_3490,0,0,0,0
Line,PS_WSL,37492473.89,2397021.066,37492474.06,2397019.513,37492473.98,2397020.29,,WS_8053,WS_3853,7.45E-09,0,0,0
Line,PS_WSL,37490155.4,2397471.34,37490144.91,2397472.67,37490150.16,2397472.005,139,WS_7673,WS_3128,0,0,0,0
Line,PS_WSL,37491570.86,2398186.863,37491571.4,2398213.37,37491571.13,2398200.117,140,WS_8035,WS_3808,7.45E-09,0,0,0
Line,PS_WSL,37493719.66,2398652.31,37493719.29,2398643.621,37493719.48,2398647.966,141,WS_6277,WS_3465,0,0,0,0
Line,PS_WSL,37493667.04,2398624.854,37493675.44,2398624.997,37493671.24,2398624.926,142,WS_6326,WS_3467,0,0,0,0
